fips,CTYNAME,YEAR,Total,Total_Males,Total_Female,White_Male,White_Female,Black_Male,Black_Female,Native_Amer_Male,Native_Amer_Female,Asian_Male,Asian_Female,Hispanic_Male,Hispanic_Female
36,Charles City County,2014,6978,3454,3524,1531,1414,1581,1715,221,267,8,20,56,60
36,Charles City County,2015,7046,3464,3582,1554,1476,1569,1710,220,268,11,24,63,64
36,Charles City County,2016,7034,3418,3616,1542,1501,1539,1718,214,264,11,27,70,74
36,Charles City County,2017,7026,3403,3623,1536,1508,1524,1708,214,266,11,26,67,65
36,Charles City County,2018,7000,3396,3604,1547,1511,1507,1682,216,263,12,28,64,60
36,Charles City County,2019,6963,3375,3588,1577,1539,1452,1641,211,257,15,29,64,62
37,Charlotte County,2010,12568,6178,6390,4291,4267,1764,1994,22,17,9,19,152,90
37,Charlotte County,2011,12499,6129,6370,4251,4243,1754,2001,23,18,9,18,161,109
37,Charlotte County,2012,12401,6106,6295,4240,4212,1737,1947,23,18,12,19,150,109
37,Charlotte County,2013,12279,6031,6248,4196,4213,1707,1896,24,20,10,19,155,102
37,Charlotte County,2014,12175,5978,6197,4205,4201,1648,1854,23,19,10,19,160,99
37,Charlotte County,2015,12179,6036,6143,4229,4167,1673,1832,25,18,9,18,170,85
37,Charlotte County,2016,12119,6011,6108,4197,4158,1670,1803,26,18,10,19,161,80
37,Charlotte County,2017,12077,5994,6083,4198,4172,1649,1758,28,16,9,20,169,93
37,Charlotte County,2018,11944,5918,6026,4163,4138,1607,1731,27,16,12,26,174,90
37,Charlotte County,2019,11880,5887,5993,4170,4132,1566,1715,26,22,11,23,185,90
41,Chesterfield County,2010,317198,152787,164411,110420,115414,32701,38553,1004,857,4987,5609,12175,10919
41,Chesterfield County,2011,320307,153984,166323,110647,116113,33402,39422,978,839,5142,5787,12340,11215
41,Chesterfield County,2012,323880,155762,168118,111671,116774,33940,40310,969,838,5253,5979,12694,11656
41,Chesterfield County,2013,327612,157700,169912,112509,117558,34750,40979,1003,838,5393,6098,13144,12204
41,Chesterfield County,2014,332093,159981,172112,113865,118844,35332,41595,1009,852,5549,6235,13548,12617
41,Chesterfield County,2015,334915,161434,173481,114220,119197,36069,42279,1029,857,5736,6356,14103,13301
41,Chesterfield County,2016,338479,163265,175214,115037,119888,36771,43066,1013,888,5910,6455,14739,13976
41,Chesterfield County,2017,343276,165542,177734,116027,121089,37667,44059,1024,918,6007,6537,15558,14804
41,Chesterfield County,2018,348281,167931,180350,116678,121930,39035,45524,1054,965,6106,6649,16361,15525
41,Chesterfield County,2019,352802,169919,182883,117490,123067,39968,46593,1092,994,6210,6749,17092,16290
43,Clarke County,2010,14012,6979,7033,6376,6431,376,367,16,26,67,80,260,239
43,Clarke County,2011,14190,7086,7104,6461,6507,390,354,18,27,69,80,256,248
43,Clarke County,2012,14245,7079,7166,6452,6529,379,367,19,32,75,88,256,250
43,Clarke County,2013,14253,7072,7181,6443,6549,362,356,21,34,73,85,275,274
43,Clarke County,2014,14315,7126,7189,6514,6556,351,348,19,31,71,94,322,283
43,Clarke County,2015,14239,7084,7155,6498,6504,321,349,23,37,78,98,357,301
43,Clarke County,2016,14294,7092,7202,6464,6515,332,372,29,35,85,108,398,337
43,Clarke County,2017,14454,7182,7272,6541,6580,320,366,47,39,90,113,441,370
43,Clarke County,2018,14511,7225,7286,6557,6597,328,359,55,45,92,113,486,395
43,Clarke County,2019,14619,7240,7379,6571,6680,323,358,60,45,94,116,509,423
45,Craig County,2010,5198,2568,2630,2538,2599,3,2,6,6,1,7,13,27
45,Craig County,2011,5169,2560,2609,2530,2577,3,2,6,6,1,7,16,29
45,Craig County,2012,5138,2549,2589,2512,2550,8,5,8,8,1,6,21,31
45,Craig County,2013,5138,2535,2603,2497,2564,8,3,8,8,1,6,26,32
45,Craig County,2014,5176,2560,2616,2521,2571,8,5,8,10,2,6,31,30
45,Craig County,2015,5136,2560,2576,2521,2535,8,5,8,10,2,6,31,30
45,Craig County,2016,5120,2551,2569,2507,2528,10,7,9,10,2,6,39,33
45,Craig County,2017,5062,2507,2555,2460,2511,12,8,10,10,3,6,41,36
45,Craig County,2018,5102,2535,2567,2484,2524,15,7,10,11,2,6,41,35
45,Craig County,2019,5131,2555,2576,2503,2529,16,7,10,11,2,6,44,37
47,Culpeper County,2010,46838,23743,23095,18583,18486,4052,3505,159,145,321,366,2278,1876
47,Culpeper County,2011,47345,23922,23423,18677,18775,4087,3497,175,149,317,365,2194,1866
47,Culpeper County,2012,47844,24093,23751,18855,19038,4054,3532,168,158,335,368,2240,1970
47,Culpeper County,2013,48606,24446,24160,19134,19313,4076,3590,165,159,358,388,2322,2028
47,Culpeper County,2014,49237,24681,24556,19360,19674,4054,3608,173,155,367,388,2434,2113
47,Culpeper County,2015,49551,24772,24779,19469,19922,3991,3554,188,168,388,396,2526,2235
47,Culpeper County,2016,50319,25107,25212,19774,20304,3973,3579,188,172,408,400,2700,2445
47,Culpeper County,2017,51235,25616,25619,20123,20641,4030,3581,210,175,435,410,2931,2633
47,Culpeper County,2018,51795,25894,25901,20299,20847,4063,3597,212,187,445,425,3030,2785
47,Culpeper County,2019,52605,26266,26339,20618,21171,4048,3624,217,196,452,440,3174,2924
49,Cumberland County,2010,10028,4855,5173,3219,3254,1515,1786,21,19,17,20,95,85
49,Cumberland County,2011,9985,4829,5156,3197,3264,1500,1755,26,18,20,22,105,95
49,Cumberland County,2012,9841,4752,5089,3138,3213,1476,1726,25,20,22,23,117,97
49,Cumberland County,2013,9848,4768,5080,3162,3222,1458,1702,28,20,22,22,124,108
49,Cumberland County,2014,9839,4703,5136,3125,3269,1437,1711,29,19,15,24,130,113
49,Cumberland County,2015,9756,4698,5058,3136,3230,1414,1666,27,19,14,23,130,121
49,Cumberland County,2016,9745,4682,5063,3109,3224,1418,1668,29,21,13,23,140,113
49,Cumberland County,2017,9828,4759,5069,3176,3242,1420,1656,30,23,14,24,159,116
49,Cumberland County,2018,9857,4762,5095,3184,3299,1414,1618,41,26,15,26,174,124
49,Cumberland County,2019,9932,4805,5127,3215,3325,1408,1621,46,29,17,29,182,138
51,Dickenson County,2010,15847,7922,7925,7839,7836,24,29,17,12,7,14,40,48
51,Dickenson County,2011,15779,7921,7858,7832,7763,26,31,18,15,8,15,51,54
51,Dickenson County,2012,15707,7950,7757,7856,7660,27,33,18,15,8,15,55,54
51,Dickenson County,2013,15526,7853,7673,7757,7582,27,29,17,14,9,14,54,57
51,Dickenson County,2014,15344,7772,7572,7664,7480,33,30,19,13,10,14,62,60
51,Dickenson County,2015,15201,7665,7536,7541,7436,38,33,19,14,12,14,64,60
51,Dickenson County,2016,15014,7599,7415,7472,7304,35,32,20,15,14,15,65,62
51,Dickenson County,2017,14722,7440,7282,7314,7166,34,34,20,15,14,16,66,66
51,Dickenson County,2018,14526,7364,7162,7238,7042,33,34,21,15,14,17,67,71
51,Dickenson County,2019,14318,7292,7026,7164,6899,38,38,21,15,14,18,79,72
53,Dinwiddie County,2010,28063,13766,14297,9098,9070,4389,4906,52,49,38,87,353,330
53,Dinwiddie County,2011,28119,13819,14300,9139,9039,4390,4916,54,55,43,91,372,336
53,Dinwiddie County,2012,28223,13880,14343,9160,9105,4412,4866,53,50,47,96,415,367
53,Dinwiddie County,2013,28084,13752,14332,9106,9107,4332,4843,59,55,51,107,415,378
53,Dinwiddie County,2014,28094,13721,14373,9026,9121,4377,4843,64,58,48,124,421,409
53,Dinwiddie County,2015,28148,13702,14446,9006,9132,4361,4875,67,60,61,139,436,438
53,Dinwiddie County,2016,28468,13886,14582,9103,9146,4433,4970,72,61,69,152,483,465
53,Dinwiddie County,2017,28630,13999,14631,9246,9246,4384,4906,72,60,73,160,503,481
53,Dinwiddie County,2018,28633,14024,14609,9261,9248,4391,4881,72,55,70,155,542,526
53,Dinwiddie County,2019,28544,13996,14548,9258,9232,4365,4831,65,57,76,164,564,513
57,Essex County,2010,11146,5271,5875,3093,3368,1972,2281,47,37,24,61,215,136
57,Essex County,2011,11169,5248,5921,3065,3370,1971,2306,47,45,26,63,230,135
57,Essex County,2012,11135,5204,5931,3023,3375,1952,2310,51,42,29,64,220,154
57,Essex County,2013,11161,5243,5918,3021,3307,1986,2358,53,43,32,68,218,143
57,Essex County,2014,11071,5208,5863,3022,3306,1945,2289,51,45,38,76,221,157
57,Essex County,2015,11096,5203,5893,3021,3308,1938,2307,51,44,34,78,222,158
57,Essex County,2016,11077,5190,5887,3007,3327,1924,2275,55,51,34,77,219,160
57,Essex County,2017,10969,5154,5815,2971,3282,1924,2249,56,52,34,74,223,163
57,Essex County,2018,10896,5118,5778,2960,3239,1905,2230,48,53,38,82,237,179
57,Essex County,2019,10953,5133,5820,2988,3285,1881,2219,51,53,42,85,236,191
59,Fairfax County,2010,1086155,536701,549454,372709,373113,49607,53919,3642,3283,92907,101162,86695,82631
59,Fairfax County,2011,1103439,545521,557918,377356,376612,50869,54971,3618,3244,95241,104512,88973,84915
59,Fairfax County,2012,1120395,554100,566295,381517,379911,52319,56154,3598,3233,97617,107712,91029,87244
59,Fairfax County,2013,1131784,560126,571658,382839,380996,53995,57316,3588,3191,100052,110228,92625,88895
59,Fairfax County,2014,1136271,562280,573991,381863,379860,54709,58061,3531,3122,101788,112431,92912,89566
59,Fairfax County,2015,1140401,564731,575670,380312,377945,56020,59169,3441,3022,103987,114617,93962,90440
59,Fairfax County,2016,1144188,566923,577265,378366,375614,57041,60230,3364,3022,106457,117000,94607,91286
59,Fairfax County,2017,1148728,569427,579301,377089,373947,58062,61172,3283,2999,108525,118976,95002,92366
59,Fairfax County,2018,1148463,569834,578629,375315,371137,58923,61970,3244,2968,109582,120088,95656,92968
59,Fairfax County,2019,1147532,569629,577903,373263,368915,59626,62328,3144,2964,110349,120736,95848,93667
61,Fauquier County,2010,65440,32297,33143,28402,29003,2664,2758,151,135,362,493,2152,2033
61,Fauquier County,2011,66032,32596,33436,28687,29228,2637,2775,151,136,380,512,2206,2063
61,Fauquier County,2012,66561,32943,33618,28968,29381,2657,2768,154,145,388,529,2282,2120
61,Fauquier County,2013,67139,33263,33876,29266,29615,2659,2730,161,156,397,535,2384,2258
61,Fauquier County,2014,68116,33688,34428,29626,30073,2695,2729,153,153,400,574,2460,2394
61,Fauquier County,2015,68423,33861,34562,29728,30162,2708,2729,157,151,415,609,2548,2478
61,Fauquier County,2016,68805,34019,34786,29803,30323,2723,2683,181,157,433,659,2703,2702
61,Fauquier County,2017,69547,34392,35155,30133,30659,2675,2703,178,152,496,677,2924,2872
61,Fauquier County,2018,70642,34968,35674,30542,31074,2750,2774,189,162,517,664,3145,3058
61,Fauquier County,2019,71222,35213,36009,30688,31293,2776,2798,195,177,537,693,3279,3243
63,Floyd County,2010,15365,7711,7654,7451,7388,146,149,14,5,12,24,239,170
63,Floyd County,2011,15400,7731,7669,7460,7399,144,149,14,8,22,27,230,173
63,Floyd County,2012,15431,7770,7661,7491,7393,139,147,14,7,34,28,231,182
63,Floyd County,2013,15482,7796,7686,7505,7414,145,146,15,9,33,24,238,182
63,Floyd County,2014,15526,7823,7703,7526,7420,147,146,16,11,35,25,242,186
63,Floyd County,2015,15548,7837,7711,7534,7406,149,153,15,15,35,27,230,198
63,Floyd County,2016,15677,7899,7778,7581,7456,160,153,13,18,38,29,242,205
63,Floyd County,2017,15758,7957,7801,7639,7475,159,151,14,17,37,36,261,205
63,Floyd County,2018,15790,7943,7847,7602,7499,166,160,16,18,39,36,268,233
63,Floyd County,2019,15749,7931,7818,7578,7468,165,154,16,19,42,42,252,222
65,Fluvanna County,2010,25791,11846,13945,9869,11215,1665,2325,21,34,59,97,379,382
65,Fluvanna County,2011,25956,11887,14069,9919,11320,1637,2325,23,37,69,101,394,417
65,Fluvanna County,2012,25883,11840,14043,9862,11263,1631,2339,24,39,66,100,409,424
65,Fluvanna County,2013,25825,11791,14034,9800,11268,1619,2328,32,42,75,98,408,427
65,Fluvanna County,2014,25969,11825,14144,9820,11350,1619,2336,33,40,76,104,408,409
65,Fluvanna County,2015,26133,11870,14263,9860,11435,1634,2341,34,47,73,117,412,437
65,Fluvanna County,2016,26187,11961,14226,9930,11437,1622,2272,36,51,82,128,422,456
65,Fluvanna County,2017,26480,12049,14431,9988,11547,1612,2337,47,52,88,141,437,481
65,Fluvanna County,2018,26898,12254,14644,10096,11664,1679,2399,44,55,88,148,466,519
65,Fluvanna County,2019,27270,12496,14774,10251,11752,1727,2433,52,62,98,159,505,543
67,Franklin County,2010,56176,27719,28457,24851,25514,2311,2346,141,117,107,148,767,660
67,Franklin County,2011,56337,27776,28561,24894,25613,2301,2339,141,111,111,143,765,659
