fips,CTYNAME,YEAR,Total,Total_Males,Total_Female,White_Male,White_Female,Black_Male,Black_Female,Native_Amer_Male,Native_Amer_Female,Asian_Male,Asian_Female,Hispanic_Male,Hispanic_Female
630,Fredericksburg city,2013,27818,12695,15123,8705,10353,3012,3664,111,105,367,459,1483,1474
630,Fredericksburg city,2014,28256,12926,15330,8846,10507,3095,3704,119,104,366,473,1521,1501
630,Fredericksburg city,2015,28043,12830,15213,8743,10406,3096,3649,106,103,347,479,1549,1493
630,Fredericksburg city,2016,28360,13077,15283,8916,10445,3139,3631,113,102,360,509,1503,1453
630,Fredericksburg city,2017,28498,13213,15285,8947,10358,3197,3676,125,103,359,523,1541,1447
630,Fredericksburg city,2018,29171,13484,15687,9095,10554,3304,3873,126,98,353,526,1607,1517
630,Fredericksburg city,2019,29036,13425,15611,9106,10506,3211,3792,129,114,359,535,1619,1553
640,Galax city,2010,6991,3289,3702,2970,3378,220,233,11,10,20,18,497,481
640,Galax city,2011,6846,3189,3657,2867,3324,216,234,10,12,20,19,474,468
640,Galax city,2012,6852,3192,3660,2862,3325,221,230,9,13,21,21,480,485
640,Galax city,2013,6931,3253,3678,2903,3340,237,228,9,16,21,24,500,496
640,Galax city,2014,6899,3237,3662,2877,3333,249,222,9,15,16,22,502,501
640,Galax city,2015,6800,3164,3636,2801,3283,244,236,10,16,20,24,502,531
640,Galax city,2016,6604,3053,3551,2696,3208,237,223,9,16,19,25,494,542
640,Galax city,2017,6484,3004,3480,2639,3132,235,221,12,19,23,26,474,535
640,Galax city,2018,6348,2947,3401,2588,3057,225,215,12,17,25,27,472,540
640,Galax city,2019,6347,2964,3383,2606,3037,227,217,13,17,23,26,496,538
650,Hampton city,2010,137415,65766,71649,29966,29872,31916,37040,330,356,1284,1780,3129,3215
650,Hampton city,2011,136628,65593,71035,29878,29538,31800,36752,326,364,1318,1787,3312,3297
650,Hampton city,2012,137177,65925,71252,30153,29692,31751,36726,339,347,1345,1833,3472,3436
650,Hampton city,2013,137332,66213,71119,30338,29605,31767,36585,350,371,1360,1832,3591,3511
650,Hampton city,2014,137680,66483,71197,30237,29323,31954,36804,324,359,1383,1834,3724,3606
650,Hampton city,2015,136264,65790,70474,29749,28734,31667,36662,334,354,1408,1853,3759,3574
650,Hampton city,2016,135374,65242,70132,29190,28344,31619,36725,334,380,1393,1806,3806,3635
650,Hampton city,2017,134725,64832,69893,28665,27893,31635,36927,354,365,1386,1769,3973,3759
650,Hampton city,2018,134330,64625,69705,28260,27586,31742,36975,341,374,1422,1811,4034,4004
650,Hampton city,2019,134510,64540,69970,28048,27430,31760,37216,369,399,1423,1859,4173,4195
660,Harrisonburg city,2010,48993,22880,26113,19471,22614,1765,1711,176,153,875,971,4060,3718
660,Harrisonburg city,2011,49935,23427,26508,19802,22850,1883,1826,187,152,933,997,4301,3984
660,Harrisonburg city,2012,51312,24268,27044,20384,23201,2045,1954,187,152,988,1056,4519,4237
660,Harrisonburg city,2013,51537,24458,27079,20418,23162,2127,1984,190,148,1044,1082,4698,4450
660,Harrisonburg city,2014,52542,25116,27426,20847,23367,2211,2072,201,164,1121,1087,4915,4697
660,Harrisonburg city,2015,52675,25271,27404,20858,23227,2285,2112,210,180,1160,1132,4998,4789
660,Harrisonburg city,2016,53542,25648,27894,21105,23511,2363,2223,210,186,1172,1141,5157,5056
660,Harrisonburg city,2017,53644,25749,27895,21151,23402,2382,2247,210,188,1209,1162,5373,5257
660,Harrisonburg city,2018,53488,25643,27845,20979,23268,2450,2257,223,195,1193,1176,5549,5411
660,Harrisonburg city,2019,53016,25496,27520,20822,22960,2453,2266,232,196,1182,1156,5599,5399
670,Hopewell city,2010,22642,10501,12141,6170,6891,3863,4742,48,50,71,124,807,677
670,Hopewell city,2011,22502,10447,12055,6115,6793,3859,4740,50,58,80,123,791,651
670,Hopewell city,2012,22309,10328,11981,5973,6656,3897,4790,48,52,79,125,788,683
670,Hopewell city,2013,22161,10337,11824,5918,6476,3927,4779,57,64,83,131,821,718
670,Hopewell city,2014,22109,10337,11772,5857,6312,3942,4838,58,63,91,147,834,746
670,Hopewell city,2015,22231,10363,11868,5780,6255,4002,4957,59,68,102,169,851,765
670,Hopewell city,2016,22539,10502,12037,5741,6193,4151,5153,73,77,106,188,897,826
670,Hopewell city,2017,22505,10510,11995,5644,6078,4282,5241,75,80,103,187,915,850
670,Hopewell city,2018,22478,10488,11990,5552,5966,4312,5311,77,77,118,195,966,918
670,Hopewell city,2019,22529,10512,12017,5488,5869,4383,5413,83,82,132,214,963,951
678,Lexington city,2010,7043,3920,3123,3365,2680,364,325,6,2,96,63,165,101
678,Lexington city,2011,6972,3889,3083,3328,2636,355,317,7,3,108,72,156,103
678,Lexington city,2012,7018,3928,3090,3355,2638,353,317,9,7,119,72,163,115
678,Lexington city,2013,7146,3992,3154,3398,2687,362,322,10,8,121,78,160,115
678,Lexington city,2014,7125,3988,3137,3390,2668,353,324,8,5,132,86,162,106
678,Lexington city,2015,7162,4051,3111,3410,2652,360,306,8,5,141,92,162,112
678,Lexington city,2016,7148,4057,3091,3402,2639,358,294,8,5,138,92,156,108
678,Lexington city,2017,7154,4084,3070,3423,2624,359,286,11,5,137,86,157,96
678,Lexington city,2018,7297,4133,3164,3492,2714,362,285,9,7,128,92,154,98
678,Lexington city,2019,7446,4202,3244,3552,2791,361,279,8,9,129,92,162,105
680,Lynchburg city,2010,75548,35465,40083,23291,26166,10255,11939,141,141,1046,1027,1223,1120
680,Lynchburg city,2011,76584,35936,40648,23637,26549,10292,12042,144,163,1081,1064,1264,1201
680,Lynchburg city,2012,77269,36263,41006,23970,26780,10243,12079,149,167,1105,1115,1261,1263
680,Lynchburg city,2013,77940,36611,41329,24218,26912,10315,12218,147,175,1094,1141,1295,1346
680,Lynchburg city,2014,78141,36692,41449,24360,27017,10274,12163,146,177,1074,1141,1312,1443
680,Lynchburg city,2015,79134,37163,41971,24721,27451,10333,12233,154,172,1089,1143,1369,1558
680,Lynchburg city,2016,79710,37359,42351,24896,27740,10381,12259,156,180,1060,1165,1528,1655
680,Lynchburg city,2017,80523,37754,42769,25159,28068,10496,12372,156,173,1070,1168,1634,1793
680,Lynchburg city,2018,81309,38092,43217,25350,28409,10597,12404,164,175,1063,1185,1707,1850
680,Lynchburg city,2019,82168,38559,43609,25727,28738,10638,12408,188,181,1049,1165,1756,1948
683,Manassas city,2010,38212,19152,19060,14624,14337,2687,2870,219,207,958,1037,6420,5638
683,Manassas city,2011,39101,19628,19473,14806,14540,2851,2982,249,220,1009,1061,6567,5829
683,Manassas city,2012,40284,20154,20130,15036,14970,2982,3110,256,227,1089,1131,6809,6161
683,Manassas city,2013,41082,20606,20476,15358,15135,3027,3238,285,220,1102,1162,7069,6396
683,Manassas city,2014,41142,20631,20511,15356,15063,3013,3208,278,235,1155,1261,7263,6548
683,Manassas city,2015,41409,20790,20619,15504,15142,2985,3201,294,255,1195,1270,7659,6904
683,Manassas city,2016,41189,20585,20604,15253,15068,3023,3219,317,278,1194,1280,7693,6989
683,Manassas city,2017,41141,20610,20531,15246,14990,3039,3215,298,250,1210,1312,7917,7185
683,Manassas city,2018,41046,20652,20394,15219,14907,3071,3132,315,250,1212,1343,8092,7333
683,Manassas city,2019,41085,20650,20435,15164,14851,3132,3195,316,240,1241,1363,8169,7487
685,Manassas Park city,2010,14449,7328,7121,5302,5023,1023,1014,81,98,638,723,2498,2183
685,Manassas Park city,2011,15067,7651,7416,5486,5204,1072,1044,87,102,692,767,2667,2356
685,Manassas Park city,2012,15397,7861,7536,5586,5251,1140,1096,112,110,697,773,2831,2462
685,Manassas Park city,2013,15896,8222,7674,5824,5350,1176,1112,100,104,766,803,3086,2549
685,Manassas Park city,2014,15916,8208,7708,5828,5334,1156,1126,102,112,794,830,3173,2616
685,Manassas Park city,2015,16129,8286,7843,5871,5434,1154,1107,107,113,850,887,3309,2810
685,Manassas Park city,2016,16456,8539,7917,5966,5499,1232,1101,120,108,890,894,3513,2955
685,Manassas Park city,2017,17149,8841,8308,6069,5659,1381,1218,130,126,944,979,3695,3173
685,Manassas Park city,2018,17718,9106,8612,6187,5786,1438,1307,140,133,993,1066,3831,3286
685,Manassas Park city,2019,17478,8965,8513,6111,5671,1403,1327,142,139,954,1059,3863,3311
690,Martinsville city,2010,13760,6255,7505,3229,3889,2839,3401,14,23,69,66,303,247
690,Martinsville city,2011,13596,6177,7419,3200,3857,2786,3328,13,22,64,70,299,262
690,Martinsville city,2012,13492,6116,7376,3107,3777,2810,3345,17,25,67,74,297,274
690,Martinsville city,2013,13416,6110,7306,3085,3740,2818,3312,17,24,65,76,317,290
690,Martinsville city,2014,13317,6091,7226,3076,3690,2791,3298,20,31,63,69,344,301
690,Martinsville city,2015,13259,6063,7196,3023,3614,2811,3333,23,32,67,69,333,320
690,Martinsville city,2016,12996,5971,7025,2935,3486,2792,3284,22,34,74,66,351,330
690,Martinsville city,2017,12823,5906,6917,2891,3377,2769,3266,23,35,72,63,374,353
690,Martinsville city,2018,12627,5846,6781,2811,3286,2767,3218,23,34,80,68,401,364
690,Martinsville city,2019,12554,5842,6712,2818,3258,2764,3193,26,35,81,72,432,378
700,Newport News city,2010,180888,87366,93522,46334,46025,34844,40278,516,487,2212,2911,7132,6574
700,Newport News city,2011,180078,87035,93043,46195,45693,34633,40141,491,477,2214,2932,7234,6681
700,Newport News city,2012,180056,87080,92976,46028,45471,34783,40064,502,492,2313,3068,7419,6775
700,Newport News city,2013,181275,87773,93502,46339,45628,34977,40231,483,509,2394,3198,7777,7085
700,Newport News city,2014,181522,87897,93625,46199,45601,35020,40291,491,503,2476,3261,7890,7147
700,Newport News city,2015,180958,87665,93293,45608,45074,35207,40454,509,501,2542,3290,8035,7465
700,Newport News city,2016,180209,87238,92971,45021,44545,35264,40512,511,467,2594,3373,8229,7649
700,Newport News city,2017,179447,86953,92494,44368,43815,35509,40674,541,477,2613,3342,8317,7774
700,Newport News city,2018,178523,86156,92367,43774,43391,35370,40851,548,508,2569,3338,8466,7894
700,Newport News city,2019,179225,86420,92805,43750,43449,35543,41195,572,484,2601,3322,8697,8181
710,Norfolk city,2010,242999,125958,117041,65585,52865,51105,55328,839,632,4234,4084,9462,6827
710,Norfolk city,2011,243655,126318,117337,66056,53124,50913,55230,868,643,4260,4140,9723,7050
710,Norfolk city,2012,246149,128123,118026,67149,53485,51418,55307,901,692,4302,4262,10161,7330
710,Norfolk city,2013,245468,127680,117788,66941,53380,51046,55152,905,634,4332,4310,10383,7381
710,Norfolk city,2014,246576,128681,117895,67567,53486,51071,54958,931,666,4424,4382,10679,7598
710,Norfolk city,2015,246457,128701,117756,67776,53345,50704,54806,944,664,4459,4473,10924,7794
710,Norfolk city,2016,245680,128525,117155,67657,53089,50479,54382,982,665,4495,4517,11284,7992
710,Norfolk city,2017,244543,127762,116781,67369,53151,49915,53853,949,658,4587,4589,11425,8231
710,Norfolk city,2018,243585,127018,116567,66935,52996,49470,53672,941,646,4598,4633,11630,8542
710,Norfolk city,2019,242742,126567,116175,66717,53023,49114,53058,913,647,4660,4673,11812,8723
720,Norton city,2010,4012,1854,2158,1655,1941,123,139,3,5,29,25,54,18
720,Norton city,2011,4087,1906,2181,1706,1950,121,149,4,5,29,28,71,28
720,Norton city,2012,4124,1937,2187,1739,1963,121,148,4,5,31,25,85,32
720,Norton city,2013,4099,1948,2151,1741,1921,115,150,5,5,39,26,96,30
720,Norton city,2014,4135,1973,2162,1766,1932,110,149,7,5,47,27,108,38
720,Norton city,2015,4009,1905,2104,1708,1891,110,142,4,7,46,29,91,37
720,Norton city,2016,3972,1877,2095,1668,1898,115,121,5,7,48,27,90,38
720,Norton city,2017,3918,1812,2106,1618,1905,104,124,4,7,46,25,98,44
720,Norton city,2018,3972,1840,2132,1639,1931,105,119,6,9,48,26,99,51
720,Norton city,2019,3981,1864,2117,1657,1914,112,123,6,9,46,26,103,50
730,Petersburg city,2010,32502,15199,17303,2859,2880,11906,13894,48,56,114,166,697,559
730,Petersburg city,2011,32091,14873,17218,2799,2837,11612,13846,51,56,131,165,694,607
730,Petersburg city,2012,31996,14885,17111,2822,2829,11550,13743,58,60,131,163,674,593
730,Petersburg city,2013,32311,14959,17352,2874,3006,11540,13739,60,65,135,172,711,695
730,Petersburg city,2014,32241,14898,17343,2777,2998,11522,13738,60,63,150,189,707,701
730,Petersburg city,2015,31892,14646,17246,2756,2932,11262,13708,49,63,158,168,732,720
730,Petersburg city,2016,31380,14428,16952,2708,2918,11094,13415,49,64,166,179,720,718
730,Petersburg city,2017,31137,14278,16859,2695,2889,10916,13293,68,84,169,187,814,772
730,Petersburg city,2018,31056,14231,16825,2710,2870,10830,13279,72,81,166,185,851,743
730,Petersburg city,2019,31346,14347,16999,2770,2980,10840,13288,82,81,178,183,825,785
735,Poquoson city,2010,12148,6012,6136,5749,5850,42,43,23,19,114,154,108,120
735,Poquoson city,2011,12042,5952,6090,5666,5791,57,52,20,20,119,156,108,120
735,Poquoson city,2012,12114,5966,6148,5669,5846,62,57,21,20,114,150,131,137
735,Poquoson city,2013,12094,5958,6136,5649,5801,64,61,24,24,121,159,128,133
735,Poquoson city,2014,12009,5941,6068,5622,5745,68,65,24,21,120,153,135,135
735,Poquoson city,2015,12021,5955,6066,5619,5723,74,65,28,22,117,160,153,157
735,Poquoson city,2016,11952,5936,6016,5571,5667,78,66,29,22,118,157,145,137
735,Poquoson city,2017,12039,5974,6065,5607,5706,75,62,29,24,121,169,164,147
735,Poquoson city,2018,12169,6086,6083,5690,5708,83,64,32,23,121,171,204,178
735,Poquoson city,2019,12271,6152,6119,5728,5713,81,70,37,30,122,174,227,182
740,Portsmouth city,2010,95451,45838,49613,20196,20126,23705,27393,221,243,518,551,1623,1358
740,Portsmouth city,2011,95748,46069,49679,20243,20093,23815,27410,215,237,546,598,1712,1391
740,Portsmouth city,2012,96480,46519,49961,20340,19936,24054,27739,217,237,570,631,1812,1501
740,Portsmouth city,2013,96075,46292,49783,20281,19679,23903,27832,223,240,582,639,1907,1599
740,Portsmouth city,2014,95829,46066,49763,20060,19496,23813,27854,230,257,606,667,2072,1724
740,Portsmouth city,2015,96336,46319,50017,20153,19623,23926,28019,239,249,632,659,2167,1812
740,Portsmouth city,2016,95165,45758,49407,19706,19160,23769,27863,247,252,669,672,2207,1873
740,Portsmouth city,2017,94838,45605,49233,19491,18931,23774,27894,253,240,682,691,2289,2008
740,Portsmouth city,2018,94750,45505,49245,19369,18898,23696,27867,253,233,698,715,2321,2097
740,Portsmouth city,2019,94398,45256,49142,19243,18695,23531,27910,279,247,689,718,2319,2119
750,Radford city,2010,16430,7760,8670,6782,7571,632,679,20,13,142,213,183,205
750,Radford city,2011,16814,7953,8861,6929,7702,664,727,22,13,150,225,199,228
750,Radford city,2012,16714,7945,8769,6907,7577,663,755,17,13,151,227,220,230
750,Radford city,2013,17117,8119,8998,7051,7715,703,827,16,13,155,235,237,243
750,Radford city,2014,17392,8232,9160,7159,7829,708,848,17,15,150,243,238,260
750,Radford city,2015,17295,8218,9077,7130,7744,728,858,17,15,146,234,215,268
750,Radford city,2016,17324,8219,9105,7111,7765,734,877,27,15,145,232,225,280
750,Radford city,2017,17484,8314,9170,7186,7828,743,869,26,19,147,228,193,296
750,Radford city,2018,18101,8488,9613,7329,8187,761,932,27,20,147,232,219,318
750,Radford city,2019,18249,8593,9656,7410,8242,776,926,30,19,154,225,222,328
760,Richmond city,2010,204302,97425,106877,44476,44267,47758,57152,730,562,2334,2543,7171,5600
760,Richmond city,2011,206391,98446,107945,44948,44955,48259,57622,778,566,2259,2472,7175,5705
760,Richmond city,2012,210794,100310,110484,46048,46255,48830,58752,765,541,2287,2502,7270,5815
760,Richmond city,2013,213860,101588,112272,46918,47141,49221,59585,764,540,2300,2523,7396,5917
760,Richmond city,2014,217044,103171,113873,47778,48082,49871,60157,803,561,2298,2526,7593,6200
760,Richmond city,2015,220856,104709,116147,49007,49582,50222,60720,736,567,2337,2621,7648,6664
760,Richmond city,2016,225369,106860,118509,50857,51299,50377,61150,686,539,2408,2730,8133,7003
760,Richmond city,2017,227230,107842,119388,51904,52516,50233,60805,664,539,2464,2733,8408,7268
760,Richmond city,2018,229221,108681,120540,53277,54180,49587,60067,660,525,2432,2812,8682,7694
760,Richmond city,2019,230436,109317,121119,54500,55458,48819,59238,676,519,2495,2866,8965,7840
770,Roanoke city,2010,96720,46253,50467,30835,33251,13109,14849,212,167,861,897,3037,2321
770,Roanoke city,2011,96782,46324,50458,30728,33236,13195,14804,205,181,935,920,3051,2409
770,Roanoke city,2012,98011,46979,51032,31007,33503,13372,14928,199,170,1112,1081,3085,2516
770,Roanoke city,2013,98849,47326,51523,31007,33642,13534,15142,205,178,1244,1182,3157,2548
770,Roanoke city,2014,99427,47693,51734,31069,33530,13588,15293,224,174,1425,1323,3191,2618
770,Roanoke city,2015,99669,47843,51826,30824,33330,13801,15407,209,173,1597,1448,3264,2610
770,Roanoke city,2016,99337,47625,51712,30518,33055,13708,15423,206,182,1713,1510,3294,2712
770,Roanoke city,2017,98986,47351,51635,30161,32867,13678,15407,218,187,1785,1601,3369,2812
770,Roanoke city,2018,99009,47443,51566,30105,32688,13754,15427,230,184,1808,1607,3486,2923
770,Roanoke city,2019,99143,47300,51843,29923,32780,13711,15494,229,193,1870,1659,3565,3075
775,Salem city,2010,24895,11800,13095,10522,11717,858,946,33,42,206,221,317,297
775,Salem city,2011,25026,11919,13107,10587,11736,853,910,36,41,235,239,359,336
775,Salem city,2012,25179,12009,13170,10655,11748,851,939,35,43,260,249,388,381
775,Salem city,2013,25317,12042,13275,10650,11829,893,942,36,46,244,244,363,388
775,Salem city,2014,25428,12095,13333,10725,11880,876,929,35,49,232,240,384,401
775,Salem city,2015,25364,12085,13279,10678,11766,897,930,39,48,235,274,366,400
775,Salem city,2016,25252,12047,13205,10626,11683,909,935,40,52,232,282,397,425
775,Salem city,2017,25373,12105,13268,10650,11685,926,974,50,59,220,290,415,420
775,Salem city,2018,25293,12032,13261,10570,11637,956,990,42,60,199,290,424,421
775,Salem city,2019,25301,12053,13248,10572,11618,967,998,48,56,187,288,450,453
790,Staunton city,2010,23737,10757,12980,9078,10985,1330,1570,22,27,69,126,245,276
790,Staunton city,2011,24023,10741,13282,9099,11157,1298,1650,24,31,70,162,267,314
790,Staunton city,2012,23809,10767,13042,9125,10988,1293,1562,26,33,76,167,312,315
790,Staunton city,2013,24101,10794,13307,9123,11150,1284,1606,27,36,89,203,291,336
790,Staunton city,2014,24283,10883,13400,9176,11182,1271,1615,40,40,102,218,323,353
790,Staunton city,2015,24185,10991,13194,9203,11032,1307,1544,40,35,110,216,327,347
790,Staunton city,2016,24156,11012,13144,9210,11046,1290,1496,44,43,116,189,360,355
790,Staunton city,2017,24325,11142,13183,9293,11071,1310,1472,48,45,121,189,397,379
790,Staunton city,2018,24562,11280,13282,9387,11120,1333,1503,44,47,128,194,406,404
790,Staunton city,2019,24932,11463,13469,9519,11294,1358,1491,45,48,141,199,410,415
800,Suffolk city,2010,84813,40703,44110,22182,22626,16905,19609,143,145,594,781,1276,1192
800,Suffolk city,2011,84750,40697,44053,22164,22553,16857,19556,137,151,600,803,1381,1256
800,Suffolk city,2012,85251,41023,44228,22399,22521,16917,19751,146,158,619,806,1484,1351
800,Suffolk city,2013,85751,41391,44360,22581,22598,17038,19785,153,159,639,822,1599,1467
800,Suffolk city,2014,86882,41957,44925,22886,22887,17227,19946,161,174,658,847,1705,1599
800,Suffolk city,2015,88079,42634,45445,23177,23200,17450,20055,166,178,718,894,1834,1680
800,Suffolk city,2016,89194,43128,46066,23427,23432,17644,20348,177,181,742,930,1910,1790
800,Suffolk city,2017,90108,43701,46407,23706,23650,17763,20332,190,176,760,941,2028,1936
800,Suffolk city,2018,90975,44056,46919,23885,23792,17888,20669,194,181,767,933,2174,2033
800,Suffolk city,2019,92108,44720,47388,24088,23905,18271,20975,190,184,794,960,2239,2061
810,Virginia Beach city,2010,438859,215008,223851,151124,153580,42197,46011,980,972,12694,14812,14444,14858
810,Virginia Beach city,2011,442583,216921,225662,152484,154700,42307,46116,990,973,12905,15218,15194,15570
810,Virginia Beach city,2012,445044,218437,226607,153412,154961,42466,46205,985,982,13152,15633,15831,16044
810,Virginia Beach city,2013,447706,220118,227588,153965,155112,42993,46293,1010,975,13448,15956,16533,16645
810,Virginia Beach city,2014,448864,220644,228220,153904,154929,43175,46547,1021,989,13754,16324,17194,17191
810,Virginia Beach city,2015,450304,221526,228778,153680,154527,43518,46763,1009,982,14138,16738,17752,17555
810,Virginia Beach city,2016,450983,221683,229300,153042,154270,43771,47147,1039,1019,14463,17088,18132,18113
810,Virginia Beach city,2017,449896,220937,228959,151978,153581,43681,47022,1069,1025,14674,17360,18457,18267
810,Virginia Beach city,2018,449849,220961,228888,151370,152945,43761,47172,1042,1043,15071,17632,18851,18563
810,Virginia Beach city,2019,449974,220738,229236,150591,152591,43770,47391,1021,1045,15365,17876,19188,19047
820,Waynesboro city,2010,20993,9985,11008,8513,9322,1072,1229,40,37,70,91,767,552
820,Waynesboro city,2011,21103,10032,11071,8496,9329,1114,1261,39,39,73,96,786,578
820,Waynesboro city,2012,21066,9971,11095,8416,9319,1133,1285,42,40,80,104,763,613
820,Waynesboro city,2013,21167,10020,11147,8434,9334,1146,1305,48,50,83,104,779,602
820,Waynesboro city,2014,21305,10133,11172,8483,9359,1175,1294,48,54,109,115,814,665
820,Waynesboro city,2015,21542,10237,11305,8481,9358,1245,1359,56,59,128,144,834,719
820,Waynesboro city,2016,21757,10399,11358,8544,9319,1308,1413,56,57,140,153,889,802
820,Waynesboro city,2017,22242,10679,11563,8717,9399,1361,1499,65,64,165,190,943,883
820,Waynesboro city,2018,22531,10774,11757,8755,9484,1410,1578,65,64,175,181,981,923
820,Waynesboro city,2019,22630,10842,11788,8778,9487,1437,1603,73,64,186,196,984,982
830,Williamsburg city,2010,13727,6446,7281,4927,5514,929,1078,25,21,392,421,474,475
830,Williamsburg city,2011,14109,6578,7531,4998,5644,972,1161,26,21,402,446,488,499
830,Williamsburg city,2012,14526,6726,7800,5124,5827,980,1196,31,27,399,481,554,511
830,Williamsburg city,2013,14617,6782,7835,5135,5853,1007,1186,31,28,405,502,562,524
830,Williamsburg city,2014,14580,6779,7801,5098,5794,1037,1191,31,24,408,528,530,519
830,Williamsburg city,2015,14800,6803,7997,5078,5851,1063,1259,34,25,416,561,520,545
830,Williamsburg city,2016,14884,6821,8063,5098,5901,1056,1305,38,28,413,529,516,521
830,Williamsburg city,2017,14994,6850,8144,5071,5921,1099,1329,35,32,435,552,513,515
830,Williamsburg city,2018,15002,6893,8109,5101,5882,1096,1340,44,34,414,523,528,535
830,Williamsburg city,2019,14954,6881,8073,5120,5893,1079,1312,49,37,397,507,537,532
840,Winchester city,2010,26150,12867,13283,10557,10995,1523,1481,114,93,324,359,2274,1746
840,Winchester city,2011,26660,13140,13520,10733,11194,1580,1476,114,90,330,365,2375,1838
840,Winchester city,2012,27008,13327,13681,10934,11358,1533,1465,120,101,336,372,2452,1946
840,Winchester city,2013,27321,13433,13888,10964,11473,1570,1500,118,106,337,386,2474,1983
840,Winchester city,2014,27382,13488,13894,10950,11448,1617,1519,122,116,345,377,2481,2075
840,Winchester city,2015,27480,13517,13963,10917,11511,1657,1509,120,119,360,373,2529,2165
840,Winchester city,2016,27785,13651,14134,11027,11589,1648,1552,117,122,365,391,2606,2257
840,Winchester city,2017,28178,13855,14323,11156,11719,1692,1591,126,120,359,376,2642,2358
840,Winchester city,2018,27962,13693,14269,11055,11671,1618,1553,122,126,380,392,2675,2427
840,Winchester city,2019,28078,13812,14266,11167,11695,1632,1542,119,126,371,393,2699,2428
