County,Year,Total,Total_Males,Total_Female,White_Male,White_Female,Black_Male,Black_Female,Native_Amer_Male,Native_Amer_Female,Hispanic_Male,Hispanic_Female,Asian_Pacific_Male,Asian_Pacific_Female
Pittsylvania County,2019,60354,29721,30633,22754,23236,6259,6711,110,89,951,712,142,185
Powhatan County,2010,28125,15145,12980,12252,11507,2635,1205,45,33,281,226,58,87
Powhatan County,2011,28129,15182,12947,12284,11494,2634,1186,44,33,286,227,55,90
Powhatan County,2012,28178,15200,12978,12348,11548,2569,1150,49,34,282,239,68,102
Powhatan County,2013,28300,15207,13093,12394,11647,2518,1140,54,40,288,268,69,104
Powhatan County,2014,28496,15255,13241,12493,11815,2456,1109,56,39,298,259,74,121
Powhatan County,2015,28056,14653,13403,12384,11952,1964,1108,57,43,298,260,66,118
Powhatan County,2016,28443,14869,13574,12655,12129,1896,1071,60,51,300,290,74,127
Powhatan County,2017,28716,14890,13826,12817,12385,1739,1059,65,53,327,298,75,134
Powhatan County,2018,29210,15149,14061,13070,12621,1722,1041,67,60,368,328,80,137
Powhatan County,2019,29652,15325,14327,13223,12873,1710,1016,69,61,364,323,75,138
Prince Edward County,2010,23359,11560,11799,7504,7390,3749,4044,45,32,305,228,100,147
Prince Edward County,2011,22318,11061,11257,7034,6914,3693,3942,46,36,303,219,112,163
Prince Edward County,2012,23172,11527,11645,7468,7261,3729,3968,45,34,312,240,115,176
Prince Edward County,2013,22714,11211,11503,7347,7151,3522,3904,41,37,300,245,124,200
Prince Edward County,2014,22975,11321,11654,7459,7267,3522,3937,42,35,326,253,119,194
Prince Edward County,2015,23120,11534,11586,7509,7237,3677,3915,38,38,337,250,122,193
Prince Edward County,2016,23020,11496,11524,7513,7206,3633,3870,42,38,357,240,113,210
Prince Edward County,2017,22678,11297,11381,7293,7042,3626,3881,40,39,367,261,126,202
Prince Edward County,2018,22906,11465,11441,7351,7092,3722,3886,38,37,381,279,130,196
Prince Edward County,2019,22802,11400,11402,7346,7101,3666,3822,38,39,397,277,137,205
Prince George County,2010,35642,19446,16196,11654,10622,6952,4651,151,66,1195,895,268,415
Prince George County,2011,36716,20081,16635,11990,10829,7172,4760,165,99,1347,1027,291,438
Prince George County,2012,37123,20479,16644,12189,10786,7308,4791,169,96,1417,1044,322,473
Prince George County,2013,37333,20545,16788,12243,10832,7293,4837,157,86,1527,1142,333,493
Prince George County,2014,37415,20516,16899,12269,10881,7186,4875,166,99,1553,1203,345,511
Prince George County,2015,38246,21081,17165,12467,10933,7502,5061,174,94,1649,1232,371,533
Prince George County,2016,37972,20616,17356,12347,10995,7177,5164,170,115,1696,1317,371,536
Prince George County,2017,38006,20578,17428,12169,10878,7160,5229,170,115,1755,1288,408,572
Prince George County,2018,37993,20442,17551,12133,10889,7030,5325,166,107,1844,1384,419,566
Prince George County,2019,38353,20598,17755,12152,10969,7103,5407,175,109,1871,1445,431,574
Prince William County,2010,406169,201822,204347,135108,132469,41318,44186,2437,2270,42705,39957,15135,17091
Prince William County,2011,419094,208617,210477,138989,135887,43107,45790,2457,2278,44999,41963,15864,17762
Prince William County,2012,429616,213749,215867,141845,138732,44359,47137,2427,2291,46439,43598,16588,18590
Prince William County,2013,437735,218029,219706,143957,140474,45495,48326,2466,2269,48174,45277,17144,19226
Prince William County,2014,443782,221123,222659,144755,141492,46620,49274,2448,2292,49698,47029,17929,19899
Prince William County,2015,450978,224857,226121,145983,142676,47934,50214,2532,2362,51637,48723,18719,20832
Prince William County,2016,456496,227763,228733,146870,143419,48947,51007,2597,2300,53932,50671,19445,21670
Prince William County,2017,463069,231589,231480,148329,144108,50170,51853,2626,2296,56628,52821,20175,22556
Prince William County,2018,466235,233125,233110,148473,144347,50751,52369,2640,2296,58206,54246,20720,23189
Prince William County,2019,470335,235142,235193,148680,144718,51416,53096,2684,2341,59645,55528,21487,23884
Pulaski County,2010,34828,17200,17628,15931,16412,899,863,29,33,238,198,89,100
Pulaski County,2011,34740,17206,17534,15928,16321,891,853,29,40,248,215,96,104
Pulaski County,2012,34732,17227,17505,15904,16278,921,856,35,40,255,206,94,106
Pulaski County,2013,34546,17197,17349,15850,16147,947,833,36,31,262,212,97,111
Pulaski County,2014,34340,17117,17223,15770,16013,947,835,39,30,284,224,102,115
Pulaski County,2015,34351,17150,17201,15798,15985,937,804,40,34,309,265,105,125
Pulaski County,2016,34249,17145,17104,15779,15906,946,783,37,37,331,276,107,120
Pulaski County,2017,34225,17147,17078,15750,15868,960,784,39,37,333,276,113,121
Pulaski County,2018,34060,17042,17018,15655,15807,952,783,42,40,331,280,114,111
Pulaski County,2019,34027,17053,16974,15652,15748,945,773,43,46,340,279,117,115
Rappahannock County,2010,7500,3754,3746,3493,3493,172,157,5,13,115,121,18,24
Rappahannock County,2011,7476,3736,3740,3480,3480,167,159,5,14,115,116,19,25
Rappahannock County,2012,7409,3676,3733,3418,3477,171,156,5,13,110,131,20,29
Rappahannock County,2013,7428,3685,3743,3414,3476,165,153,5,13,112,138,21,31
Rappahannock County,2014,7336,3643,3693,3378,3434,158,144,5,12,107,123,25,34
Rappahannock County,2015,7400,3651,3749,3378,3468,160,152,6,15,122,140,30,39
Rappahannock County,2016,7380,3645,3735,3359,3450,166,155,9,14,132,149,29,40
Rappahannock County,2017,7393,3643,3750,3351,3467,163,152,12,14,126,156,32,40
Rappahannock County,2018,7345,3606,3739,3317,3456,164,151,12,14,131,155,34,40
Rappahannock County,2019,7370,3623,3747,3347,3460,157,152,10,16,144,179,37,41
Richmond County,2010,9280,5255,4025,3283,2966,1861,955,22,13,330,179,26,16
Richmond County,2011,9208,5231,3977,3258,2910,1851,955,22,16,337,188,30,20
Richmond County,2012,9079,5131,3948,3193,2905,1809,929,21,15,331,201,34,22
Richmond County,2013,8952,5013,3939,3081,2887,1800,935,24,15,340,204,33,22
Richmond County,2014,8884,4938,3946,3062,2893,1734,928,23,15,349,206,34,23
Richmond County,2015,8781,4874,3907,3030,2846,1694,939,25,15,365,207,35,21
Richmond County,2016,8758,4851,3907,3036,2848,1669,930,27,15,384,225,34,22
Richmond County,2017,8889,4989,3900,3118,2855,1717,913,27,15,412,247,34,23
Richmond County,2018,8970,5069,3901,3141,2861,1770,893,25,20,418,250,34,27
Richmond County,2019,9023,5092,3931,3138,2885,1785,890,26,24,415,243,39,30
Roanoke County,2010,92401,44055,48346,39860,43781,2278,2447,78,71,989,988,1200,1373
Roanoke County,2011,92815,44302,48513,39907,43724,2346,2552,79,77,1044,1068,1305,1472
Roanoke County,2012,92738,44293,48445,39753,43473,2388,2638,83,78,1133,1158,1372,1512
Roanoke County,2013,93311,44708,48603,40028,43533,2478,2705,92,77,1205,1209,1369,1528
Roanoke County,2014,93378,44839,48539,40041,43333,2543,2777,97,75,1210,1237,1404,1575
Roanoke County,2015,93376,44867,48509,39926,43190,2566,2815,109,71,1332,1321,1470,1635
Roanoke County,2016,93528,44984,48544,39895,43093,2664,2875,108,75,1399,1419,1486,1678
Roanoke County,2017,93939,45259,48680,39948,43141,2819,2893,114,89,1463,1464,1526,1718
Roanoke County,2018,94086,45346,48740,39926,43098,2905,2942,117,93,1497,1523,1518,1739
Roanoke County,2019,94186,45381,48805,39790,43008,3026,3006,112,94,1556,1558,1541,1782
Rockbridge County,2010,22346,11039,11307,10481,10751,306,288,56,53,145,155,46,64
Rockbridge County,2011,22445,11068,11377,10492,10789,310,300,60,59,146,175,48,65
Rockbridge County,2012,22378,11043,11335,10468,10719,302,319,63,58,152,167,50,71
Rockbridge County,2013,22328,11015,11313,10433,10703,306,306,61,61,155,167,55,75
Rockbridge County,2014,22432,11070,11362,10472,10736,316,308,66,63,169,190,58,78
Rockbridge County,2015,22396,11081,11315,10477,10687,316,305,68,62,182,190,54,77
Rockbridge County,2016,22450,11152,11298,10507,10665,346,304,72,65,199,198,53,77
Rockbridge County,2017,22668,11225,11443,10530,10733,382,344,73,67,233,217,64,95
Rockbridge County,2018,22761,11246,11515,10547,10796,394,350,66,71,239,232,61,95
Rockbridge County,2019,22573,11166,11407,10445,10672,399,347,68,74,238,222,66,106
Rockingham County,2010,76408,37511,38897,35828,37370,793,562,239,211,2158,1967,217,279
Rockingham County,2011,76861,37760,39101,36002,37535,810,574,243,217,2209,2024,232,291
Rockingham County,2012,77137,37793,39344,36001,37718,818,608,232,214,2304,2099,242,298
Rockingham County,2013,77419,37954,39465,36127,37775,836,642,237,215,2441,2180,262,310
Rockingham County,2014,77878,38190,39688,36280,37941,874,659,233,218,2545,2263,289,322
Rockingham County,2015,78445,38539,39906,36511,38053,952,717,229,219,2678,2367,314,345
Rockingham County,2016,79367,39067,40300,36919,38373,1008,753,243,222,2811,2499,335,371
Rockingham County,2017,80397,39519,40878,37289,38899,1059,791,247,219,2926,2635,354,378
Rockingham County,2018,81261,40019,41242,37629,39144,1117,854,257,221,3068,2747,385,418
Rockingham County,2019,81948,40245,41703,37725,39458,1170,912,265,231,3188,2912,406,458
Russell County,2010,28878,14154,14724,13888,14477,135,101,25,28,154,131,38,21
Russell County,2011,28683,14033,14650,13758,14400,138,103,26,29,156,147,38,21
Russell County,2012,28427,13916,14511,13629,14254,150,100,26,30,150,138,35,24
Russell County,2013,28336,13874,14462,13572,14198,155,97,29,32,149,157,35,23
Russell County,2014,28077,13732,14345,13389,14066,182,96,30,32,166,152,33,23
Russell County,2015,27854,13619,14235,13281,13949,179,102,32,37,173,165,32,23
Russell County,2016,27422,13405,14017,13071,13742,172,102,32,33,189,171,30,23
Russell County,2017,27046,13270,13776,12928,13499,174,103,33,36,190,165,33,28
Russell County,2018,26795,13106,13689,12746,13394,182,114,33,36,201,175,37,32
Russell County,2019,26586,12987,13599,12634,13308,171,114,35,36,201,172,36,32
Scott County,2010,23128,11454,11674,11267,11485,79,62,28,22,142,101,20,33
Scott County,2011,23053,11528,11525,11328,11339,88,64,28,23,144,112,21,33
Scott County,2012,22954,11471,11483,11258,11285,95,60,25,26,153,131,22,38
Scott County,2013,22768,11386,11382,11161,11179,93,57,26,27,147,137,23,38
Scott County,2014,22519,11259,11260,11024,11054,105,59,35,32,150,127,23,36
Scott County,2015,22296,11170,11126,10923,10904,111,67,34,33,147,139,24,37
Scott County,2016,22082,11078,11004,10831,10771,104,69,35,34,154,143,24,37
Scott County,2017,21893,10997,10896,10725,10664,113,67,34,34,153,146,24,34
Scott County,2018,21672,10896,10776,10629,10547,112,64,32,31,159,152,23,34
Scott County,2019,21566,10842,10724,10559,10481,126,71,34,34,163,154,25,35
Shenandoah County,2010,42052,20548,21504,19657,20620,430,360,84,81,1393,1204,101,141
Shenandoah County,2011,42266,20620,21646,19648,20725,458,374,88,81,1427,1255,122,154
Shenandoah County,2012,42530,20782,21748,19748,20786,517,387,88,82,1458,1285,132,174
Shenandoah County,2013,42506,20781,21725,19705,20700,531,398,90,82,1453,1335,138,211
Shenandoah County,2014,42729,20860,21869,19706,20771,560,431,96,86,1487,1339,150,238
Shenandoah County,2015,42848,20946,21902,19696,20750,578,453,104,93,1542,1389,172,243
Shenandoah County,2016,42907,21032,21875,19747,20685,594,474,104,84,1614,1426,177,262
Shenandoah County,2017,43276,21216,22060,19869,20811,627,504,101,89,1704,1482,193,286
Shenandoah County,2018,43473,21318,22155,19938,20851,667,549,98,89,1737,1498,197,292
Shenandoah County,2019,43616,21400,22216,19987,20834,670,599,102,97,1712,1495,208,299
Smyth County,2010,32198,15703,16495,15174,15945,343,322,19,26,280,255,36,51
Smyth County,2011,32047,15706,16341,15161,15763,340,327,19,27,299,249,43,67
Smyth County,2012,31896,15622,16274,15072,15667,331,326,21,27,312,282,48,80
Smyth County,2013,31772,15581,16191,15027,15570,340,346,21,31,328,283,41,72
Smyth County,2014,31573,15476,16097,14908,15460,335,350,24,33,300,299,48,71
Smyth County,2015,31419,15497,15922,14845,15288,416,349,26,34,309,292,60,68
Smyth County,2016,31126,15295,15831,14662,15204,384,329,19,32,314,310,75,74
Smyth County,2017,30731,15095,15636,14467,15035,374,318,20,28,312,299,87,71
Smyth County,2018,30454,14950,15504,14291,14893,396,322,21,29,311,305,91,72
Smyth County,2019,30104,14716,15388,14050,14753,402,346,22,32,301,304,90,71
Southampton County,2010,18640,9737,8903,5865,5449,3689,3269,34,36,99,103,24,30
Southampton County,2011,18638,9744,8894,5837,5433,3718,3274,31,36,115,111,26,29
Southampton County,2012,18507,9667,8840,5812,5443,3666,3202,36,37,121,118,28,29
Southampton County,2013,18329,9575,8754,5835,5425,3555,3142,29,37,123,109,29,30
Southampton County,2014,18223,9511,8712,5815,5421,3496,3077,34,39,118,121,31,34
Southampton County,2015,18136,9418,8718,5747,5429,3454,3063,35,44,118,136,36,39
Southampton County,2016,18080,9404,8676,5771,5431,3396,3009,37,44,130,144,37,45
Southampton County,2017,17841,9267,8574,5770,5359,3253,2970,39,45,143,153,39,49
Southampton County,2018,17713,9195,8518,5725,5304,3204,2955,43,46,158,165,42,57
Southampton County,2019,17631,9117,8514,5669,5313,3186,2939,41,54,169,190,44,58
Spotsylvania County,2010,122976,60232,62744,47373,49112,9458,9859,248,255,4724,4691,1402,1730
Spotsylvania County,2011,124537,61072,63465,48052,49737,9519,9853,261,248,4842,4892,1410,1775
Spotsylvania County,2012,125827,61718,64109,48332,50097,9742,9986,266,253,5019,4967,1442,1844
Spotsylvania County,2013,127392,62552,64840,48804,50486,9868,10153,267,259,5235,5222,1510,1932
Spotsylvania County,2014,128804,63353,65451,49188,50674,10112,10404,299,271,5550,5471,1593,2036
Spotsylvania County,2015,129948,63861,66087,49401,50948,10374,10621,313,279,5809,5685,1578,2060
Spotsylvania County,2016,131252,64546,66706,49718,51175,10596,10859,319,296,6170,6035,1625,2138
Spotsylvania County,2017,132739,65221,67518,50041,51513,10904,11235,305,290,6562,6333,1667,2209
Spotsylvania County,2018,134011,65870,68141,50259,51610,11249,11608,300,297,6921,6709,1677,2233
Spotsylvania County,2019,136215,67033,69182,50716,52043,11770,12027,316,324,7431,7172,1756,2334
Stafford County,2010,129832,65324,64508,49924,48105,11295,11371,351,360,5973,6056,1633,2361
Stafford County,2011,132200,66490,65710,50543,48933,11620,11574,381,402,6242,6318,1687,2405
Stafford County,2012,133368,66749,66619,50530,49463,11733,11744,415,395,6648,6735,1724,2514
Stafford County,2013,135923,68142,67781,51436,50150,12039,12065,438,405,7046,7170,1778,2574
Stafford County,2014,138791,69680,69111,52103,50738,12548,12472,453,422,7781,7774,1953,2732
Stafford County,2015,140868,70847,70021,52713,50941,12834,12908,451,430,8307,8179,2113,2886
Stafford County,2016,143501,72442,71059,53604,51435,13221,13238,514,432,9021,8601,2217,3002
Stafford County,2017,146792,74135,72657,54308,52056,13935,13905,549,440,9675,9201,2324,3130
Stafford County,2018,149824,75640,74184,54778,52710,14572,14487,611,478,10430,9956,2437,3206
Stafford County,2019,152882,77178,75704,55339,53091,15296,15290,637,518,11098,10575,2488,3291
Surry County,2010,7044,3468,3576,1860,1780,1526,1725,20,7,48,41,11,14
Surry County,2011,6921,3413,3508,1861,1767,1468,1666,19,8,49,42,12,16
Surry County,2012,6839,3373,3466,1847,1747,1442,1640,19,9,55,49,13,16
Surry County,2013,6787,3373,3414,1844,1728,1440,1599,19,11,66,56,15,17
Surry County,2014,6780,3344,3436,1842,1775,1408,1571,21,9,72,59,15,18
Surry County,2015,6671,3276,3395,1814,1748,1364,1553,21,10,79,64,16,21
Surry County,2016,6554,3197,3357,1783,1735,1312,1527,21,9,75,66,18,24
Surry County,2017,6503,3210,3293,1794,1716,1317,1483,21,9,82,76,17,22
Surry County,2018,6463,3193,3270,1818,1718,1273,1455,21,8,85,87,16,22
Surry County,2019,6422,3186,3236,1830,1714,1248,1420,21,8,87,88,16,21
Sussex County,2010,12011,7022,4989,2685,2136,4235,2778,23,15,171,101,26,21
Sussex County,2011,12086,7096,4990,2694,2138,4295,2768,22,20,167,100,27,21
Sussex County,2012,11924,7050,4874,2672,2089,4271,2698,22,19,176,109,24,21
Sussex County,2013,11766,6979,4787,2612,2041,4262,2653,22,24,177,116,23,19
Sussex County,2014,11723,6939,4784,2643,2044,4183,2632,26,24,194,122,25,24
Sussex County,2015,11692,6940,4752,2584,2047,4222,2600,28,23,190,139,33,30
Sussex County,2016,11414,6735,4679,2548,2030,4054,2532,31,23,200,139,31,28
Sussex County,2017,11379,6771,4608,2585,2051,4053,2445,32,25,199,139,25,20
Sussex County,2018,11241,6656,4585,2546,2038,3972,2422,32,25,195,154,25,22
Sussex County,2019,11159,6648,4511,2565,2042,3929,2334,34,30,205,162,28,24
Tazewell County,2010,45117,22363,22754,21052,21921,929,459,29,27,196,110,141,156
Tazewell County,2011,44730,22218,22512,20894,21670,937,446,30,29,201,121,145,161
Tazewell County,2012,44264,21989,22275,20656,21422,944,461,31,31,217,134,148,157
Tazewell County,2013,44017,21860,22157,20474,21258,958,468,37,35,223,156,163,171
Tazewell County,2014,43379,21529,21850,20157,20953,943,459,40,42,225,164,158,167
Tazewell County,2015,42905,21325,21580,19948,20710,945,446,38,42,247,164,157,159
Tazewell County,2016,42155,20958,21197,19608,20348,920,415,37,41,241,171,149,155
Tazewell County,2017,41303,20490,20813,19200,19999,876,398,34,39,234,170,134,149
Tazewell County,2018,41058,20313,20745,18999,19933,898,403,37,41,265,169,130,146
Tazewell County,2019,40595,20126,20469,18807,19663,908,402,38,42,275,186,126,148
Warren County,2010,37518,18636,18882,17121,17378,890,853,79,68,642,688,165,226
Warren County,2011,37646,18723,18923,17218,17395,883,849,81,68,657,684,179,239
Warren County,2012,37887,18845,19042,17321,17484,907,884,86,71,675,705,168,234
Warren County,2013,38500,19159,19341,17550,17710,958,918,106,83,739,752,176,224
Warren County,2014,40126,20405,19721,18572,18046,1136,931,94,92,802,836,194,244
Warren County,2015,38716,19258,19458,17565,17743,937,917,96,96,770,820,209,279
Warren County,2016,39165,19600,19565,17828,17829,984,929,97,98,796,827,212,288
Warren County,2017,39409,19671,19738,17852,17923,979,931,103,95,897,873,223,315
Warren County,2018,40006,19950,20056,18070,18204,1024,943,106,104,979,970,223,336
Warren County,2019,40164,20018,20146,18082,18253,1044,949,116,112,1074,1051,227,333
Washington County,2010,54967,27109,27858,26406,27186,385,317,53,50,445,281,109,119
Washington County,2011,54831,27050,27781,26295,27062,391,329,53,53,461,294,123,136
Washington County,2012,55095,27197,27898,26382,27158,430,325,54,59,446,325,135,139
Washington County,2013,54776,27013,27763,26210,27023,428,318,53,60,474,335,126,134
Washington County,2014,54603,26943,27660,26091,26887,443,323,55,63,469,323,139,141
Washington County,2015,54268,26767,27501,25867,26708,455,333,60,60,440,315,144,149
Washington County,2016,54100,26677,27423,25763,26634,444,318,72,60,445,333,158,167
Washington County,2017,54179,26691,27488,25749,26677,484,327,74,66,464,360,149,169
Washington County,2018,54067,26627,27440,25694,26616,480,318,63,66,499,368,133,176
Washington County,2019,53740,26503,27237,25565,26415,496,320,60,68,507,370,139,180
Westmoreland County,2010,17489,8537,8952,5874,6100,2343,2573,64,49,605,404,33,72
Westmoreland County,2011,17635,8645,8990,5931,6117,2370,2579,69,51,646,407,43,77
Westmoreland County,2012,17513,8533,8980,5878,6123,2311,2559,72,52,638,412,43,74
Westmoreland County,2013,17552,8547,9005,5929,6154,2273,2540,71,51,649,417,52,82
Westmoreland County,2014,17436,8473,8963,5880,6104,2240,2519,65,57,641,406,58,87
Westmoreland County,2015,17549,8575,8974,5924,6130,2274,2493,69,61,656,393,65,97
Westmoreland County,2016,17649,8585,9064,5954,6209,2240,2493,70,62,691,423,70,99
Westmoreland County,2017,17725,8618,9107,5985,6287,2214,2430,74,63,708,438,68,98
Westmoreland County,2018,17817,8679,9138,6003,6302,2236,2429,82,65,728,459,70,104
Westmoreland County,2019,18015,8789,9226,6103,6366,2262,2442,81,68,759,480,67,108
Wise County,2010,41572,21552,20020,19362,19437,1905,309,32,20,288,186,67,81
Wise County,2011,41454,21467,19987,19309,19383,1852,301,38,26,306,217,68,85
Wise County,2012,40909,21118,19791,19074,19166,1731,303,41,23,289,216,70,83
Wise County,2013,40662,21050,19612,18898,18995,1833,299,41,24,267,217,76,85
Wise County,2014,39892,20627,19265,18530,18638,1790,314,43,22,266,208,73,87
Wise County,2015,39572,20575,18997,18335,18341,1933,319,40,22,275,197,75,92
Wise County,2016,39027,20252,18775,18046,18122,1879,303,46,29,283,193,77,92
Wise County,2017,38574,20126,18448,17811,17800,1973,293,47,26,305,206,79,90
Wise County,2018,37875,19722,18153,17509,17538,1877,279,45,30,280,189,80,83
Wise County,2019,37383,19475,17908,17253,17309,1885,277,46,29,272,190,80,81
Wythe County,2010,29252,14312,14940,13642,14270,420,412,27,14,161,130,62,75
Wythe County,2011,29202,14270,14932,13577,14246,431,410,27,15,174,134,70,85
Wythe County,2012,29328,14317,15011,13595,14301,449,418,29,19,177,141,72,89
Wythe County,2013,29282,14294,14988,13568,14265,452,416,30,18,177,141,76,94
Wythe County,2014,29055,14158,14897,13437,14191,433,396,32,18,177,140,77,97
Wythe County,2015,29097,14208,14889,13472,14163,426,391,30,17,168,139,83,98
Wythe County,2016,28912,14126,14786,13381,14033,421,399,38,26,191,154,74,94
Wythe County,2017,28829,14067,14762,13325,14000,430,410,42,30,192,176,74,93
Wythe County,2018,28698,13997,14701,13259,13929,422,404,44,28,207,178,73,97
Wythe County,2019,28684,14014,14670,13224,13900,451,402,40,25,217,182,80,94
York County,2010,65222,31917,33305,25124,25571,4205,4594,130,145,1442,1456,1494,1936
York County,2011,65772,32206,33566,25312,25691,4199,4609,123,149,1570,1586,1579,2027
York County,2012,65825,32392,33433,25480,25643,4185,4559,135,160,1686,1644,1555,2014
York County,2013,65980,32546,33434,25568,25593,4209,4543,151,165,1864,1738,1565,2058
York County,2014,66523,32785,33738,25647,25753,4321,4602,145,156,1952,1835,1614,2142
York County,2015,67802,33449,34353,26093,26059,4443,4757,141,159,2079,1988,1669,2217
York County,2016,67832,33282,34550,25781,25975,4429,4825,158,167,2077,2074,1739,2346
York County,2017,68022,33375,34647,25800,25899,4412,4875,181,171,2202,2223,1772,2402
York County,2018,67976,33286,34690,25532,25849,4458,4897,193,177,2255,2263,1777,2394
York County,2019,68280,33516,34764,25656,25809,4509,4933,186,171,2352,2349,1848,2479
Alexandria city,2010,140729,67656,73073,46328,48719,14796,16862,560,513,11662,11066,4058,4878
Alexandria city,2011,144219,69443,74776,47263,49828,15333,17124,593,537,12035,11447,4275,5093
Alexandria city,2012,147291,71026,76265,48206,50701,15651,17440,593,508,12401,11931,4532,5362
Alexandria city,2013,149637,72311,77326,48982,51371,16125,17654,568,486,12683,12327,4547,5475
Alexandria city,2014,151375,72991,78384,49050,51803,16742,18020,541,509,12748,12471,4495,5598
Alexandria city,2015,153654,73973,79681,49785,52524,16907,18350,584,520,13101,12725,4490,5727
Alexandria city,2016,156698,75564,81134,50664,53294,17473,18792,568,525,13381,12940,4514,5931
Alexandria city,2017,159215,76842,82373,51661,54084,17729,19048,536,502,13443,13022,4606,6118
Alexandria city,2018,159069,76671,82398,51535,54389,17539,18700,513,494,13350,13103,4650,6107
Alexandria city,2019,159428,76899,82529,51830,54499,17559,18731,501,497,13356,13123,4509,6089
Bristol city,2010,17766,8382,9384,7588,8650,529,476,34,31,113,109,60,75
Bristol city,2011,17717,8359,9358,7589,8618,508,451,34,29,116,121,64,90
Bristol city,2012,17692,8319,9373,7548,8612,493,448,37,29,171,144,67,109
Bristol city,2013,17386,8233,9153,7406,8418,529,426,33,31,190,146,71,110
Bristol city,2014,17191,8156,9035,7349,8268,523,452,36,25,186,156,65,110
Bristol city,2015,17146,8137,9009,7327,8211,510,457,35,33,181,157,74,112
Bristol city,2016,17088,8096,8992,7304,8217,493,449,34,36,201,171,67,98
Bristol city,2017,16880,8016,8864,7218,8095,497,450,36,35,211,196,65,99
Bristol city,2018,16685,7908,8777,7096,7939,519,508,39,43,211,210,66,95
Bristol city,2019,16762,7914,8848,7065,7993,542,509,37,41,212,205,68,94
Buena Vista city,2010,6611,3072,3539,2800,3243,174,175,35,34,42,60,17,29
Buena Vista city,2011,6711,3139,3572,2863,3287,175,164,33,31,49,72,16,31
Buena Vista city,2012,6747,3154,3593,2868,3290,173,164,35,31,58,88,18,37
Buena Vista city,2013,6652,3118,3534,2824,3234,179,160,39,33,63,86,18,34
Buena Vista city,2014,6549,3056,3493,2762,3187,170,163,41,36,69,86,19,31
Buena Vista city,2015,6529,3017,3512,2733,3203,157,162,41,36,64,121,22,37
Buena Vista city,2016,6435,2957,3478,2667,3181,163,152,41,36,66,115,25,35
Buena Vista city,2017,6482,2990,3492,2679,3183,181,156,39,36,71,95,29,42
Buena Vista city,2018,6494,3025,3469,2690,3158,199,154,39,36,67,94,32,43
Buena Vista city,2019,6478,3026,3452,2697,3159,190,144,43,38,77,103,33,39
Charlottesville city,2010,43461,20721,22740,14793,15955,3957,4514,85,67,1194,1039,1315,1516
Charlottesville city,2011,43761,20982,22779,14986,15982,3967,4525,84,70,1173,1009,1376,1528
Charlottesville city,2012,44580,21431,23149,15293,16161,4014,4630,90,76,1143,1042,1444,1580
Charlottesville city,2013,45012,21698,23314,15393,16159,4066,4713,94,81,1161,1033,1532,1656
Charlottesville city,2014,45518,21925,23593,15533,16276,4085,4769,98,74,1217,1084,1580,1748
Charlottesville city,2015,46301,22340,23961,15824,16524,4150,4849,96,85,1235,1124,1636,1756
Charlottesville city,2016,46943,22677,24266,15988,16820,4221,4837,89,87,1313,1209,1714,1767
Charlottesville city,2017,47463,22982,24481,16273,17023,4215,4790,90,91,1405,1215,1708,1790
Charlottesville city,2018,47506,23036,24470,16414,17117,4143,4725,97,94,1443,1253,1701,1765
Charlottesville city,2019,47266,22871,24395,16358,17077,4064,4629,99,93,1488,1257,1633,1804
Chesapeake city,2010,223556,109003,114553,70585,71258,31830,35785,544,477,5177,4702,3056,3786
Chesapeake city,2011,225361,109950,115411,71016,71458,32150,36166,560,444,5348,4959,3105,3915
Chesapeake city,2012,228091,111577,116514,71873,72318,32565,36111,559,459,5682,5327,3260,4087
Chesapeake city,2013,230327,112576,117751,72535,72835,32682,36579,550,469,5971,5670,3324,4175
Chesapeake city,2014,233360,114166,119194,73194,73479,33325,37103,560,473,6376,6143,3507,4344
Chesapeake city,2015,235111,115074,120037,73678,73988,33462,37245,588,508,6717,6474,3579,4434
Chesapeake city,2016,237464,116091,121373,74064,74400,33770,37783,608,520,7084,6936,3675,4554
Chesapeake city,2017,240143,117246,122897,74348,74707,34381,38586,616,560,7510,7412,3790,4722
Chesapeake city,2018,242359,118341,124018,74605,75109,34967,39036,595,574,7898,7851,3911,4772
Chesapeake city,2019,244835,119662,125173,75146,75682,35510,39440,601,578,8210,8029,4032,4875
Colonial Heights city,2010,17339,8024,9315,6771,7711,809,1015,33,38,339,337,263,346
Colonial Heights city,2011,17284,7981,9303,6686,7645,840,1052,36,45,385,376,244,355
Colonial Heights city,2012,17383,8026,9357,6661,7594,904,1130,39,49,407,402,253,364
Colonial Heights city,2013,17487,8090,9397,6647,7534,970,1249,48,45,425,419,265,368
Colonial Heights city,2014,17442,8017,9425,6502,7468,1021,1318,51,52,482,449,271,384
Colonial Heights city,2015,17444,8089,9355,6429,7327,1121,1359,56,56,500,438,289,410
Colonial Heights city,2016,17398,8048,9350,6315,7231,1154,1391,58,54,502,481,293,407
Colonial Heights city,2017,17424,8087,9337,6202,7094,1276,1486,65,55,504,481,307,434
Colonial Heights city,2018,17504,8011,9493,6102,7159,1318,1563,65,59,522,550,293,439
Colonial Heights city,2019,17370,7975,9395,6052,7086,1343,1557,67,59,553,585,277,430
Covington city,2010,5940,2859,3081,2409,2623,374,371,6,12,58,38,14,20
Covington city,2011,5914,2877,3037,2411,2576,386,371,6,11,68,42,15,20
Covington city,2012,5842,2835,3007,2380,2537,371,370,6,12,80,49,16,22
